Distance (km),Traffic Load (Erlangs),Time (s),BER (Linear),BER (dB)
95.23808458,1.727233402,0.9800980098,1,0
77.54637892,0.6800020189,0.9900990099,0.05007731573,13.00358958
43.71071264,0.1357895918,1.00010001,0.003090468755,25.09975643
89.25351502,1.925055167,1.01010101,1,0
66.85878696,3.836602362,1.02010201,1,0
32.13588419,2.389090731,1.03010301,0.01857638838,17.31038718
12.96470323,0.7495580198,1.04010401,0.003209840894,24.93516494
84.17195417,2.632123596,1.050105011,1,0
28.80709333,3.952990042,1.060106011,0.2054942365,6.872003542
88.10062901,3.675927891,1.070107011,1,0
96.6173506,3.343883257,1.080108011,1,0
2.640734476,2.675994794,1.090109011,0.01425849793,18.45926223
68.18065086,2.603663986,1.100110011,1,0
69.56923671,3.805747813,1.110111011,1,0
37.77255544,2.598173469,1.120112011,0.03976154292,14.00536771
74.79535951,2.191256629,1.130113011,1,0
65.11070184,1.504907037,1.140114011,0.2395989244,6.20515136
8.470911121,2.627424777,1.150115012,0.003535086503,24.51599955
49.50011619,1.495480423,1.160116012,0.09053291514,10.43193495
77.90640052,2.844500141,1.170117012,1,0
26.97885536,1.16362165,1.180118012,0.01725364042,17.63119257
53.68778553,1.859949937,1.190119012,0.07770838689,11.09532106
88.73791097,3.415414862,1.200120012,1,0
36.48337178,3.461664195,1.210121012,0.03006075152,15.22000166
23.83938799,2.704610082,1.220122012,0.0146430243,18.34369217
45.99332538,2.471891587,1.230123012,0.1176914763,9.292549893
17.52035309,2.383525783,1.240124012,0.02091874456,16.79464383
28.67352206,1.624357754,1.250125013,0.00438878516,23.57655678
39.40953429,1.537690719,1.260126013,0.01876953592,17.26546465
42.97249227,3.083999103,1.270127013,0.2548814285,5.936618075
35.5260146,1.806614792,1.280128013,0.02667152402,15.73952168
55.15318052,2.77564057,1.290129013,0.3473892739,4.591835952
15.19828852,1.444512845,1.300130013,0.005081750153,22.93986691
36.91750971,1.770532183,1.310131013,0.009479274275,20.23224911
17.85080537,2.393404834,1.320132013,0.004029443933,23.94754883
70.85386364,1.660390243,1.330133013,0.3609989732,4.424940334
15.61263966,2.104638039,1.340134013,0.004155197815,23.81408296
88.72813731,1.549804924,1.350135014,1,0
11.57418047,0.9954765596,1.360136014,0.004145713929,23.82400669
70.19588999,2.013076253,1.370137014,1,0
77.60030201,1.211236196,1.380138014,0.05465061864,12.62404917
57.71699285,3.220667891,1.390139014,0.3330267862,4.775208336
77.7294271,3.778209155,1.400140014,1,0
44.16319149,3.915172328,1.410141014,0.1960932726,7.075373055
4.52676308,0.9865627539,1.420142014,0.004314996335,23.65019569
1.583112785,2.685536052,1.430143014,0.004343310913,23.62179081
27.63258515,0.5505235997,1.440144014,0.004371564607,23.59363099
63.33928499,1.664673013,1.450145015,0.1989442976,7.012685047
84.11115262,1.060090075,1.460146015,1,0
2.10532557,0.9295221593,1.470147015,0.004456142698,23.5104091
47.00044436,2.447099092,1.480148015,0.005998725612,22.21941003
79.62196233,1.646986443,1.490149015,1,0
39.67156389,3.977569733,1.500150015,0.2301841126,6.379246548
53.35866686,1.750612996,1.510151015,0.09721214447,10.12279476
38.94167312,0.9385367065,1.520152015,0.01968097925,17.05953297
0.1946966326,0.8010692197,1.530153015,0.004624103755,23.3497243
52.34239113,1.316285394,1.540154015,0.1743131257,7.586699094
85.83325978,2.630418305,1.550155016,1,0
89.40909855,1.552196152,1.560156016,1,0
95.58126154,1.924167185,1.570157016,1,0
51.98735937,1.923642633,1.580158016,0.067854687,11.68420148
92.72448428,1.870877268,1.590159016,1,0
27.31913992,2.71348192,1.600160016,0.004820142024,23.16940165
27.46349891,2.905139664,1.610161016,0.009514040371,20.2163501
49.41522414,1.203861743,1.620162016,0.1459072233,8.359232074
76.25764489,1.228873106,1.630163016,0.3421893579,4.657335011
47.52405593,3.367670414,1.640164016,0.104620806,9.803819386
55.10599567,3.012736453,1.650165017,0.3335818023,4.767976492
74.8443972,0.7466471281,1.660166017,0.1001872611,9.991874957
49.34883111,3.459614525,1.670167017,0.2970261465,5.272053191
42.92805114,3.116540379,1.680168017,0.1064663389,9.727876799
96.74310862,0.9383529397,1.690169017,1,0
86.96186012,1.299009592,1.700170017,1,0
32.02401491,3.96028372,1.710171017,0.2156114172,6.663282457
3.524967014,3.165202613,1.720172017,0.01026694173,19.88558903
68.9464829,2.544542287,1.730173017,1,0
80.47650621,3.848464813,1.740174017,1,0
7.862824011,0.5935992657,1.750175018,0.00522545445,22.81875934
38.46437782,3.139805922,1.760176018,0.1988783452,7.014125024
44.42236186,0.2401279761,1.770177018,0.005512516573,22.58650092
96.87948047,2.644386224,1.780178018,1,0
66.47603968,0.3332238859,1.790179018,0.02933605779,15.32598247
49.82058859,2.396951851,1.800180018,0.2044507907,6.894112056
40.25551593,0.5187352466,1.810181018,0.005386404077,22.6870107
18.1811864,1.396872604,1.820182018,0.005427967583,22.65362755
92.64197961,3.208324432,1.830183018,1,0
76.57764168,1.038323663,1.840184018,0.2106464958,6.764457611
66.03481515,0.9438488191,1.850185019,0.1921073182,7.164560906
72.23483659,3.699348826,1.860186019,1,0
8.682021103,0.7077444522,1.870187019,0.005551803658,22.55565901
54.87466673,3.819109111,1.880188019,0.2845489121,5.458430705
68.17329946,3.447826121,1.890189019,1,0
80.87423112,1.01073818,1.900190019,0.2648964668,5.769238343
62.42912978,1.882321171,1.910191019,0.2469254924,6.074340715
43.19696881,2.482480922,1.920192019,0.2338469545,6.310682818
58.54335386,1.857617076,1.930193019,0.1291236719,8.889941324
74.7137205,3.988218486,1.940194019,1,0
93.79750664,1.544095496,1.95019502,1,0
13.5294708,0.5310470791,1.96019602,0.005776229736,22.38355542
2.143063676,2.846574677,1.97019702,0.005801926008,22.36427814
31.1812757,2.105915092,1.98019802,0.00669516646,21.74238621
17.29598754,1.978493368,1.99019902,0.005852933313,22.32626424
91.42168828,0.4979265374,2.00020002,0.2972274571,5.269110741
5.027015879,2.852010951,2.01020102,0.005989012916,22.2264475
98.84006825,2.936954771,2.02020202,1,0
92.91739392,3.268690019,2.03020302,1,0
62.31727289,3.985990906,2.04020402,1,0
17.31822447,3.299725718,2.050205021,0.02304849964,16.3735734
33.83530846,1.913050128,2.060206021,0.0520495571,12.83582962
35.60972328,3.63080566,2.070207021,0.06843045671,11.64750561
80.56093269,2.817551052,2.080208021,1,0
35.44863889,0.5281941774,2.090209021,0.006111589767,22.13845805
53.06314779,3.977379907,2.100210021,0.1516258619,8.192267175
96.56474252,3.839088924,2.110211021,1,0
67.07057646,3.328921495,2.120212021,1,0
29.85049765,1.244273488,2.130213021,0.048516623,13.14109436
53.56735237,0.8622972425,2.140214021,0.01057005187,19.75922881
6.37311514,3.68828497,2.150215022,0.006252953738,22.03914784
38.45074313,2.110542189,2.160216022,0.01654920886,17.81222763
87.68685519,2.890726481,2.170217022,1,0
92.62590313,1.999026328,2.180218022,1,0
25.61205951,2.976408006,2.190219022,0.01310013946,18.82724081
24.26282712,1.226870383,2.200220022,0.006506384397,21.86660282
46.16514229,2.960022695,2.210221022,0.05182624783,12.85450233
2.701840596,3.757371856,2.220222022,0.006546876488,21.83965852
55.381033,2.503038326,2.230223022,0.1964692968,7.067053092
86.231203,3.681210911,2.240224022,1,0
18.75577308,0.8976038973,2.250225023,0.006501014183,21.87018886
48.00028816,3.795509892,2.260226023,0.06637716064,11.77981329
7.339287871,1.875640952,2.270227023,0.006547235164,21.8394206
55.94423869,0.2168720863,2.280228023,0.006572935287,21.82240643
8.949630635,3.092178487,2.290229023,0.008967708067,20.47318538
97.05501571,2.123990445,2.300230023,1,0
34.05666134,3.578532276,2.310231023,0.006637210841,21.78014386
93.9021814,3.680966997,2.320232023,1,0
91.83256879,1.684227098,2.330233023,1,0
68.78965976,3.537560526,2.340234023,1,0
89.82772372,3.448489179,2.350235024,1,0
32.37753711,2.256494667,2.360236024,0.01246336592,19.04364654
18.11761042,0.7844041644,2.370237024,0.00683627377,21.65180554
88.36516958,3.882018417,2.380238024,1,0
59.45942596,2.840692871,2.390239024,0.1428516942,8.451146045
65.20422253,0.1396199044,2.400240024,0.006846020724,21.64561791
28.87633844,1.786350031,2.410241024,0.06794902164,11.67816792
93.88897476,1.44106581,2.420242024,1,0
25.85719337,0.8189205518,2.430243024,0.006914700685,21.60226614
64.66882258,0.3898241713,2.440244024,0.05483700049,12.60926309
35.54544962,3.643012079,2.450245025,0.2049475019,6.883573708
60.11818765,1.333691382,2.460246025,0.04639721736,13.33508065
42.58794853,2.661742781,2.470247025,0.1051500752,9.781904123
63.44297385,1.277892684,2.480248025,0.05756932765,12.39808843
71.25918922,0.876824397,2.490249025,0.09565201108,10.19305895
39.28154982,2.91158681,2.500250025,0.2090661561,6.797162657
74.56189994,1.116310865,2.510251025,0.1847942341,7.333115835
86.88802573,0.7169143427,2.520252025,0.1600290092,7.958012835
92.86428791,2.460981847,2.530253025,1,0
22.99253994,1.062072766,2.540254025,0.00716779885,21.44614191
45.33911422,2.337881031,2.550255026,0.2470406575,6.072315654
65.60304367,1.915440016,2.560256026,0.2449384342,6.109430627
56.47761127,0.1784889786,2.570257026,0.007225404679,21.41137824
80.79997763,1.407387993,2.580258026,1,0
96.74281732,0.5332595814,2.590259026,0.3732087261,4.280482104
53.80093523,3.213774371,2.600260026,0.322949173,4.908658232
13.9309941,3.017624241,2.610261026,0.00731308057,21.35899642
36.2980359,3.501267608,2.620262026,0.2609404104,5.83458659
93.80491024,1.815511872,2.630263026,1,0
97.00771547,1.554610737,2.640264026,1,0
67.00214406,2.742017237,2.650265027,1,0
52.95053455,2.949607614,2.660266027,0.2559827032,5.917893791
74.61538689,1.630774913,2.670267027,1,0
27.90631289,3.274284012,2.680268027,0.03105793656,15.07827401
50.24336787,1.568087889,2.690269027,0.07093835826,11.49118867
19.44534557,1.379535005,2.700270027,0.008439593327,20.7367848
68.26244031,0.5423878656,2.710271027,0.08856579837,10.52733958
32.51779281,3.794785258,2.720272027,0.007543077671,21.2245142
42.2761679,2.685157601,2.730273027,0.0406995732,13.90410145
4.688375246,3.436047951,2.740274027,0.007584180277,21.20091352
27.04709743,1.415269474,2.750275028,0.0115224416,19.38455484
48.00973543,0.9532636001,2.760276028,0.03664509182,14.35984186
57.86452481,3.481637711,2.770277028,0.3185731314,4.967908555
93.47127711,2.229056861,2.780278028,1,0
44.98404648,3.365477225,2.790279028,0.09604012323,10.17547291
79.41893647,3.585327578,2.800280028,1,0
55.37594874,3.268640127,2.810281028,0.1987652205,7.016596053
90.35708702,0.6032843811,2.820282028,0.3467411456,4.599946202
51.77170944,1.864864849,2.830283028,0.2371090902,6.250517959
31.58933117,0.9850346097,2.840284028,0.007785183075,21.0873117
53.04154366,3.431435709,2.850285029,0.1689091901,7.723467205
37.69366075,0.2063365051,2.860286029,0.007824554784,21.06540364
67.8527341,3.585269715,2.870287029,1,0
30.44282862,1.508316395,2.880288029,0.007866433835,21.04222106
46.76394032,1.381566917,2.890289029,0.09531648842,10.20831966
54.2980625,1.12741492,2.900290029,0.1092014774,9.617714861
31.56319637,3.495001686,2.910291029,0.03634285396,14.39580971
0.811738483,0.7097543458,2.920292029,0.007940546423,21.00149611
52.20096497,0.3147500937,2.930293029,0.0080565933,20.93848559
39.55867456,2.292618085,2.940294029,0.1229315368,9.103366893
47.10363064,0.4742118577,2.95029503,0.02748370656,15.60924697
53.69942544,0.2002806076,2.96029603,0.008034811114,20.95024328
57.12521713,1.164340707,2.97029703,0.01817334819,17.40565053
50.2388634,3.009083386,2.98029803,0.2508464289,6.005920772
64.26114769,3.603814569,2.99029903,1,0
73.81541348,3.291094012,3.00030003,1,0
35.22955652,3.0637319,3.01030103,0.008384248456,20.7653586
9.411495843,1.944576641,3.02030203,0.008131171729,20.89846867
90.40075518,3.50149047,3.03030303,1,0
35.73134636,1.267751245,3.04030403,0.008922708549,20.49503293
82.32769754,0.5275110708,3.050305031,0.2447106567,6.113471175
28.58820652,0.5144900856,3.060306031,0.01123967982,19.4924606
23.06793257,2.284821903,3.070307031,0.02032437921,16.91982711
91.13333795,3.250765561,3.080308031,1,0
94.33521349,3.725913566,3.090309031,1,0
26.87587191,2.081827086,3.100310031,0.02845108118,15.45901225
70.90907403,0.4003514303,3.110311031,0.1057354232,9.757794922
57.72899804,2.424418805,3.120312031,0.2669262545,5.736087075
83.62937129,3.627894594,3.130313031,1,0
36.8703285,3.557985255,3.140314031,0.2223968076,6.528714511
80.9600118,1.93492173,3.150315032,1,0
66.70369903,2.731935478,3.160316032,1,0
69.86819605,3.343117763,3.170317032,1,0
76.09091097,3.878246361,3.180318032,1,0
54.82423045,1.65977205,3.190319032,0.03432476895,14.64392377
33.71922707,0.9733672336,3.200320032,0.008443817938,20.73461139
27.01918198,1.932540723,3.210321032,0.01819730532,17.39992918
50.86439424,2.904442067,3.220322032,0.332659217,4.780004391
86.98515834,0.1736328767,3.230323032,0.008516037006,20.6976246
65.61538991,3.938673735,3.240324032,1,0
24.08146037,2.840732941,3.250325033,0.008527108877,20.69198192
81.09542714,0.9502953332,3.260326033,0.07275465598,11.38139208
34.9757358,2.871941305,3.270327033,0.1850068288,7.32812241
65.3224029,0.821581621,3.280328033,0.04217348419,13.74960518
99.41615832,2.723613191,3.290329033,1,0
20.18946811,2.206773998,3.300330033,0.01042130796,19.8207777
13.75131663,3.65335904,3.310331033,0.0267879239,15.72060944
65.14501959,2.664472979,3.320332033,1,0
85.82706504,3.368848681,3.330333033,1,0
82.89123203,1.14712092,3.340334033,1,0
41.35766933,3.48307533,3.350335034,0.165731825,7.805940873
22.55910941,2.271607378,3.360336034,0.07248155933,11.39772472
6.910146627,1.671257548,3.370337034,0.008717792844,20.59593455
60.59690988,0.5012960538,3.380338034,0.04593504862,13.3785582
94.36313426,3.627898009,3.390339034,1,0
10.64363627,1.519449141,3.400340034,0.01056430037,19.76159259
98.05195473,1.567975057,3.410341034,1,0
96.84145279,1.119259107,3.420342034,1,0
10.78373924,0.5029488436,3.430343034,0.008808591348,20.55093538
76.16204308,2.716529334,3.440344034,1,0
47.57109073,0.1737424522,3.450345035,0.008838163465,20.5363797
78.34168833,2.074441108,3.460346035,1,0
49.73814489,2.741887503,3.470347035,0.1542734584,8.117087847
87.713219,0.8735341021,3.480348035,0.2119648807,6.73736089
57.76059759,2.09652001,3.490349035,0.06763693348,11.69816091
94.34034678,1.490743916,3.500350035,1,0
13.33561288,2.133005857,3.510351035,0.01711584431,17.66601673
84.89583511,0.8283916118,3.520352035,0.3754237665,4.254782375
15.14750883,2.093635076,3.530353035,0.008953208357,20.48021309
40.00116596,0.2346029746,3.540354035,0.008966902764,20.4735754
20.06554141,1.912019352,3.550355036,0.008993712213,20.46061013
15.16536727,1.232928697,3.560356036,0.009179522249,20.37179921
96.0767219,1.045472528,3.570357036,1,0
44.95120256,0.8780890665,3.580358036,0.009164254818,20.37902843
12.8890115,1.28334729,3.590359036,0.009510753619,20.21785069
9.413852766,2.143186689,3.600360036,0.009049095977,20.43394806
33.000346,3.710966803,3.610361036,0.07527836842,11.23329802
4.783158238,3.013995856,3.620362036,0.01092131217,19.61725179
49.35479096,1.479569208,3.630363036,0.01441473714,18.41193273
77.90845973,3.533893738,3.640364036,1,0
49.52223606,2.747376637,3.650365037,0.1756466838,7.553600452
68.79233701,1.035340346,3.660366037,0.04674205621,13.30292187
52.32525069,0.1561406671,3.670367037,0.009140222918,20.39043212
34.97460156,2.387208132,3.680368037,0.01683038171,17.73906034
99.42168396,1.677243077,3.690369037,1,0
55.65556086,0.5152948087,3.700370037,0.009346821227,20.29336064
7.929890194,0.3196919864,3.710371037,0.009190437225,20.36663827
60.06831266,2.356017822,3.720372037,0.3109775347,5.072709836
53.41781554,1.355875368,3.730373037,0.04968345984,13.03788169
15.90934542,0.565406847,3.740374037,0.009227180425,20.34930987
62.38801922,1.09048616,3.750375038,0.1229489347,9.102752298
13.61118505,1.954904037,3.760376038,0.009251220658,20.3380096
16.85735073,2.525876611,3.770377038,0.0100097348,19.99577429
26.4124275,3.953425208,3.780378038,0.1576610394,8.022756147
43.89690454,1.048696349,3.790379038,0.02597777092,15.85398117
41.85398537,3.065454075,3.800380038,0.1165570624,9.334614066
21.26526648,2.883327963,3.810381038,0.03522250102,14.5317981
63.25764626,3.918457562,3.820382038,1,0
99.95489194,3.977310253,3.830383038,1,0
49.39587048,0.8539652289,3.840384038,0.01153602116,19.37943956
3.223271213,1.342007332,3.850385039,0.00935505712,20.28953556
72.15215357,3.909208013,3.860386039,1,0
54.20266528,3.446588149,3.870387039,0.3340511892,4.761869778
21.79591029,3.040101958,3.880388039,0.02022921241,16.94021025
11.4235118,3.14962902,3.890389039,0.009398544878,20.2693938
64.25421147,3.756991253,3.900390039,1,0
85.66133482,3.258943274,3.910391039,1,0
20.18839979,0.9094923182,3.920392039,0.009434313079,20.25289716
30.53543961,0.7031345878,3.930393039,0.01654004422,17.81463334
69.92101818,0.901748946,3.940394039,0.1246737544,9.042249622
84.36672141,3.468706796,3.95039504,1,0
62.91025113,0.1671380648,3.96039604,0.009471382366,20.2358663
25.38227547,1.000763211,3.97039704,0.01592190862,17.98004873
32.55010294,0.2844072871,3.98039804,0.00949135526,20.22671771
74.11330281,0.1262043563,3.99039904,0.009809652068,20.08346396
18.11198013,0.6085284603,4.00040004,0.009880068391,20.05240049
11.88319824,1.021981974,4.01040104,0.009576822645,20.18778555
16.0757368,1.157148067,4.02040204,0.009555940275,20.19726573
22.3231206,0.4804732652,4.03040304,0.009539651582,20.20467487
98.52439636,3.212986968,4.04040404,1,0
62.69363927,0.6862023681,4.050405041,0.02035324567,16.91366325
54.98838794,2.25419322,4.060406041,0.2532245345,5.964942185
7.002713353,2.572608934,4.070407041,0.009577018807,20.1876966
52.96318072,0.9141922309,4.080408041,0.009585773878,20.1837282
65.19638891,3.739312873,4.090409041,1,0
31.36969829,3.272466932,4.100410041,0.1856938388,7.312025057
41.7420897,2.687538564,4.110411041,0.02873566611,15.41578731
3.843142467,2.841469653,4.120412041,0.009746653952,20.11144453
76.48381832,3.087622193,4.130413041,1,0
17.90445959,1.905465346,4.140414041,0.03884386217,14.10677596
20.91443721,1.122436154,4.150415042,0.009650311969,20.15458647
50.09432247,2.572683753,4.160416042,0.01161945123,19.34814383
27.20692399,0.663981208,4.170417042,0.009662309725,20.14919045
62.76799901,1.114336934,4.180418042,0.1505933526,8.22194198
11.51646324,0.6089242112,4.190419042,0.009678302332,20.14200815
16.2881374,0.7159632055,4.200420042,0.009686163893,20.13848187
63.08959082,3.356576694,4.210421042,1,0
70.45433091,3.163756978,4.220422042,1,0
7.202036961,3.180008113,4.230423042,0.01177321981,19.29104747
71.39456374,2.193746214,4.240424042,1,0
10.46878258,2.729858748,4.250425043,0.009731271497,20.11830411
48.02815755,2.597500998,4.260426043,0.1418466511,8.481809132
55.99225941,3.602279841,4.270427043,0.2929920187,5.331442099
27.77868973,0.2297839214,4.280428043,0.009745697734,20.11187063
98.68307817,1.783599825,4.290429043,1,0
47.03428052,3.7958031,4.300430043,0.1814882243,7.411515486
38.08459583,1.582601269,4.310431043,0.09689884575,10.13681396
58.2030145,3.716259249,4.320432043,1,0
72.1166526,1.812478866,4.330433043,1,0
53.29290817,1.513915608,4.340434043,0.1091050476,9.62155157
19.07125049,2.192056509,4.350435044,0.01325504371,18.77618836
27.85451752,3.158570534,4.360436044,0.042067336,13.7605499
27.12139387,3.097668934,4.370437044,0.01342188082,18.72186622
50.11582197,0.556213913,4.380438044,0.01038462806,19.83609054
51.6835571,2.802950825,4.390439044,0.1396455293,8.549729636
75.10919072,1.216078198,4.400440044,0.1779342734,7.497403909
16.21079772,2.194064875,4.410441044,0.02374483828,16.24430784
88.67477298,3.019441013,4.420442044,1,0
46.32863658,1.87660045,4.430443044,0.02118875857,16.73894487
58.6738701,0.1635830351,4.440444044,0.009902840215,20.04240228
62.02607819,0.1489143747,4.450445045,0.009851595687,20.0649342
24.55496663,3.767652891,4.460446045,0.02674437457,15.72767554
55.47103195,2.099116846,4.470447045,0.1627373431,7.885127787
6.003263061,2.79458906,4.480448045,0.009870932159,20.05641833
30.87201725,3.494289879,4.490449045,0.1329998358,8.761488951
35.22728418,3.712632979,4.500450045,0.1900917191,7.210368017
89.96467201,2.137577722,4.510451045,1,0
25.18759995,2.436452424,4.520452045,0.01092570727,19.6155044
7.483988266,0.5700786628,4.530453045,0.009891397419,20.04742349
82.37881338,0.5750082117,4.540454045,0.2483790839,6.048849791
47.82890371,0.8734981647,4.550455046,0.1095967907,9.602021629
22.21315079,2.200624314,4.560456046,0.02181639273,16.61217057
90.77364697,1.441555525,4.570457046,1,0
87.18410217,3.424916125,4.580458046,1,0
49.85337519,0.5295467214,4.590459046,0.009931883168,20.02968398
8.48956498,2.897888299,4.600460046,0.009922341091,20.03385848
60.43265635,2.531884231,4.610461046,0.3785561031,4.218697477
14.30567686,2.30621224,4.620462046,0.01788085116,17.47611812
36.72612971,2.872542262,4.630463046,0.04783438231,13.2025983
56.23883863,1.338468085,4.640464046,0.1363455235,8.653591164
81.35243475,0.9271773205,4.650465047,0.1432935575,8.43773335
44.99628055,2.31873243,4.660466047,0.01058662491,19.75242474
73.66735538,3.759708689,4.670467047,1,0
74.1023947,0.1667221907,4.680468047,0.01234302594,19.08578358
75.74151886,3.300602267,4.690469047,1,0
30.81800307,2.765998974,4.700470047,0.1023927199,9.897309205
76.09085982,2.872594177,4.710471047,1,0
13.59535572,2.828789362,4.720472047,0.01006861511,19.9703026
39.4664091,3.716568645,4.730473047,0.07889389876,11.02956582
2.872205222,1.705343606,4.740474047,0.009966780692,20.01445098
19.07894171,3.538912353,4.750475048,0.03373035352,14.71979107
30.91337033,1.901568974,4.760476048,0.01229644103,19.10220569
24.84057357,1.518520067,4.770477048,0.01170741086,19.3153914
73.9345606,3.756354275,4.780478048,1,0
53.37034844,0.5032119994,4.790479048,0.01010154924,19.95612015
86.87171683,0.9910271305,4.800480048,1,0
